timestamp,fan_state,cpu_load,cpu_max_load,cpu_temp,gpu_amd_load,gpu_temp,gpu_nvidia_load,d3d_load,gpu_hotspot,ssd_temp,ssd_load
1771709064.7648299,True,14.220000267028809,32.130001068115234,0.0,8.0,55.0,0.0,0.0,62.4375,41.0,99.99945831298828
1771709066.5331247,True,11.710000038146973,44.040000915527344,0.0,6.0,55.0,0.0,0.0,62.75,41.0,2.0484979152679443
1771709068.2404642,True,9.069999694824219,40.709999084472656,0.0,3.0,55.0,0.0,0.0,62.625,41.0,0.18675342202186584
1771709070.1416414,True,7.28000020980835,40.0,0.0,2.0,55.0,0.0,0.0,62.9375,41.0,2.9383580684661865
1771709071.8300228,True,7.21999979019165,38.02000045776367,0.0,0.0,55.0,0.0,0.0,62.90625,41.0,2.8423707485198975
1771709073.7535772,True,7.929999828338623,47.220001220703125,0.0,0.0,55.0,0.0,0.0,63.09375,41.0,2.898693323135376
1771709075.4897776,True,12.180000305175781,38.209999084472656,0.0,0.0,55.0,0.0,0.0,63.21875,41.0,2.8993704319000244
1771709077.2785947,True,9.949999809265137,56.25,0.0,0.0,55.0,0.0,0.0,63.78125,41.0,6.352721214294434
1771709078.514533,True,7.539999961853027,53.5099983215332,0.0,0.0,56.0,0.0,0.0,64.15625,42.0,2.8808467388153076
1771709080.1990016,True,2.4600000381469727,8.859999656677246,0.0,0.0,56.0,0.0,0.0,63.53125,41.0,2.3565430641174316
1771709081.9197278,True,10.550000190734863,37.959999084472656,0.0,2.0,56.0,0.0,0.0,63.75,41.0,2.944718360900879
1771709083.6646836,True,9.989999771118164,38.18000030517578,0.0,0.0,56.0,0.0,0.0,64.0625,41.0,2.0250909328460693
1771709085.4086773,True,10.229999542236328,31.860000610351562,0.0,0.0,56.0,0.0,0.0,63.59375,41.0,2.9412941932678223
1771709087.1334124,True,10.140000343322754,56.7599983215332,0.0,1.0,56.0,0.0,0.0,63.875,41.0,2.2822277545928955
1771709088.966369,True,8.949999809265137,44.54999923706055,0.0,1.0,56.0,0.0,0.0,63.875,41.0,1.9168736934661865
1771709090.661936,True,10.460000038146973,42.7400016784668,0.0,2.0,56.0,0.0,0.0,64.53125,41.0,2.9234046936035156
1771709092.445605,True,9.489999771118164,33.939998626708984,0.0,2.0,56.0,0.0,0.0,64.03125,41.0,2.6126596927642822
1771709094.453957,True,8.4399995803833,34.779998779296875,0.0,1.0,56.0,0.0,0.0,64.59375,42.0,3.4461286067962646
1771709096.3811107,True,7.75,59.060001373291016,0.0,0.0,56.0,0.0,0.0,64.3125,42.0,2.373887538909912
1771709098.2671106,True,10.789999961853027,36.88999938964844,0.0,5.0,56.0,0.0,0.0,64.375,42.0,2.249253273010254
1771709100.2698662,True,10.140000343322754,35.83000183105469,0.0,4.0,56.0,0.0,0.0,64.46875,42.0,2.798353910446167
1771709101.9633894,True,7.070000171661377,39.84000015258789,0.0,1.0,56.0,0.0,0.0,64.90625,41.0,0.9818810820579529
1771709103.715951,True,6.03000020980835,68.47000122070312,0.0,0.0,56.0,0.0,0.0,64.625,41.0,0.4467390775680542
1771709105.4246123,True,8.170000076293945,43.63999938964844,0.0,0.0,56.0,0.0,0.0,64.75,41.0,1.5391751527786255
1771709107.227173,True,9.109999656677246,40.369998931884766,0.0,3.0,56.0,0.0,0.0,64.71875,41.0,1.6760039329528809
1771709108.9860106,True,10.449999809265137,42.61000061035156,0.0,1.0,56.0,0.0,0.0,64.71875,41.0,1.4777523279190063
1771709111.0146115,True,7.590000152587891,39.290000915527344,0.0,0.0,56.0,0.0,0.0,64.9375,42.0,3.5934505462646484
1771709112.714264,True,8.140000343322754,41.86000061035156,0.0,0.0,56.0,0.0,0.0,65.5,41.0,2.9958255290985107
1771709114.533432,True,7.510000228881836,59.630001068115234,0.0,0.0,56.0,0.0,0.0,65.15625,41.0,2.1464834213256836
1771709116.380576,True,7.809999942779541,33.61000061035156,0.0,0.0,56.0,0.0,0.0,65.15625,42.0,3.543182373046875
1771709118.1633093,True,8.010000228881836,48.209999084472656,0.0,0.0,56.0,0.0,0.0,65.5625,41.0,3.4940555095672607
1771709119.988675,True,7.449999809265137,45.61000061035156,0.0,0.0,56.0,0.0,0.0,65.1875,42.0,2.747109889984131
1771709121.667114,True,7.380000114440918,48.279998779296875,0.0,0.0,56.0,0.0,0.0,65.3125,42.0,4.584044933319092
1771709123.4120746,True,14.329999923706055,42.060001373291016,0.0,0.0,56.0,0.0,0.0,65.59375,42.0,4.574978351593018
1771709125.1990848,True,7.659999847412109,47.31999969482422,0.0,0.0,56.0,0.0,0.0,65.3125,42.0,2.1039044857025146
1771709126.9039335,True,13.319999694824219,55.2599983215332,0.0,0.0,56.0,0.0,0.0,65.53125,42.0,3.588592290878296
1771709128.7998197,True,8.34000015258789,40.90999984741211,0.0,0.0,56.0,0.0,0.0,65.59375,42.0,3.744513750076294
1771709130.6078515,True,9.180000305175781,41.66999816894531,0.0,0.0,56.0,0.0,0.0,65.59375,42.0,3.2873756885528564
1771709132.3570974,True,9.100000381469727,25.639999389648438,0.0,0.0,56.0,0.0,0.0,66.0,42.0,3.5417709350585938
1771709134.3410125,True,9.149999618530273,53.56999969482422,0.0,0.0,56.0,0.0,0.0,65.625,42.0,3.36454701423645
1771709136.2417047,True,8.430000305175781,33.06999969482422,0.0,0.0,56.0,0.0,0.0,65.875,42.0,4.595819473266602
1771709137.9286444,True,7.230000019073486,38.52000045776367,0.0,0.0,56.0,0.0,0.0,65.9375,42.0,4.157090187072754
1771709139.740234,True,7.059999942779541,41.66999816894531,0.0,0.0,56.0,0.0,0.0,65.6875,42.0,4.260138988494873
1771709140.8983898,True,7.260000228881836,43.47999954223633,0.0,0.0,59.0,0.0,0.0,66.59375,42.0,5.421302318572998
1771709142.5903847,True,3.700000047683716,14.859999656677246,0.0,0.0,59.0,0.0,0.0,65.78125,42.0,2.135633945465088
1771709144.3162565,True,8.039999961853027,65.73999786376953,0.0,0.0,59.0,0.0,0.0,65.875,42.0,1.9227643013000488
1771709146.0529268,True,8.130000114440918,72.31999969482422,0.0,0.0,59.0,0.0,0.0,66.09375,42.0,3.2202446460723877
1771709147.811263,True,9.199999809265137,51.81999969482422,0.0,0.0,59.0,0.0,0.0,65.625,42.0,4.496157169342041
1771709148.9529507,True,8.800000190734863,37.5,0.0,0.0,59.0,0.0,0.0,66.4375,41.0,2.1744544506073
1771709150.6337178,True,4.0,9.59000015258789,0.0,0.0,59.0,0.0,0.0,65.46875,42.0,5.451372146606445
1771709152.3613465,True,7.929999828338623,49.06999969482422,0.0,0.0,59.0,0.0,0.0,65.46875,42.0,3.129345417022705
1771709154.0594332,True,8.630000114440918,40.90999984741211,0.0,0.0,59.0,0.0,0.0,65.4375,42.0,6.221015453338623
1771709155.9425135,True,7.510000228881836,63.29999923706055,0.0,0.0,59.0,0.0,0.0,65.4375,42.0,3.8040504455566406
1771709157.7679062,True,8.289999961853027,36.36000061035156,0.0,0.0,59.0,0.0,0.0,65.34375,42.0,5.182903289794922
1771709159.605582,True,7.539999961853027,25.860000610351562,0.0,0.0,59.0,0.0,0.0,65.65625,42.0,4.1901068687438965
1771709161.3798144,True,7.929999828338623,38.97999954223633,0.0,0.0,59.0,0.0,0.0,65.40625,42.0,5.10734748840332
1771709163.1609943,True,7.480000019073486,50.880001068115234,0.0,0.0,59.0,0.0,0.0,65.15625,43.0,18.625289916992188
1771709164.929253,True,8.399999618530273,49.119998931884766,0.0,0.0,59.0,0.0,0.0,65.1875,42.0,2.4934723377227783
1771709166.8313541,True,8.050000190734863,43.36000061035156,0.0,0.0,59.0,0.0,0.0,64.96875,42.0,0.8699842691421509
1771709168.5192983,True,6.730000019073486,34.43000030517578,0.0,0.0,59.0,0.0,0.0,64.90625,42.0,0.5775654315948486
